text,screen_name,created,favoriteCount,retweetCount,lang,location
I applaud President's nom of Neil Gorsuch to serve on the Court. He is a thoughtful conservative jurist &amp; worthy successor to Justice Scalia,JebBush,2017-02-01,4083,1002,en,"Miami, FL"
Great to meet Turkish entrepreneurs participating in the @Chobani Food Incubator program! Congratulations on the gr<U+0085> https://t.co/QhbIhYGbCS,JebBush,2017-07-24,346,46,en,"Miami, FL"
Great look at the important work @georgepbush is doing in the Texas General Land Office @txglo https://t.co/EU6F82PShs,JebBush,2017-03-28,95,17,en,"Miami, FL"
"Great news: In Florida, educational choice is becoming the norm, not the exception. #edreform https://t.co/0x3lfhFERu",JebBush,2017-08-08,228,72,en,"Miami, FL"
Roger Ailes was a man of great talent and vision. My prayers are with Beth and the Ailes family. https://t.co/EHCUUB3B7h,JebBush,2017-05-18,222,28,en,"Miami, FL"
"The MA Teachers Union will do anything to protect the status quo, including at the expense of families AND teachers https://t.co/ePvomdi4p2",JebBush,2017-08-15,109,30,en,"Miami, FL"
Wishing my Dad a very happy 93rd birthday today! Here's a great piece on his lifelong commitment to public service: https://t.co/uFYb77gRm5,JebBush,2017-06-12,3569,602,en,"Miami, FL"
U.S. to Deploy Tanks to the Baltics Strong signal of US commitment to NATO. https://t.co/WZ1kfJegy6,JebBush,2017-01-31,274,92,en,"Miami, FL"
"In the year since the nuclear deal, Iran's destabilizing presence has grown. @AmbDennisRoss and I share a path forw<U+0085> https://t.co/JHTNtOoie4",JebBush,2017-01-19,159,69,en,"Miami, FL"
Columba and I were honored to celebrate the 2017 Arts for Life! award winners. What a spectacular group! https://t.co/2FFDP4EHe3 @ExcelinEd,JebBush,2017-06-16,115,16,en,"Miami, FL"
Thanks to our Missouri #edreform partners for the invitation to visit the #MOLeg today to talk #schoolchoice<U+0085> https://t.co/1aP5viOGAC,JebBush,2017-03-02,129,29,en,"Miami, FL"
"Betsy DeVos is a true champion of students and parents, and she deserves confirmation by the full Senate. This is a<U+0085> https://t.co/E4Rcy1HgO6",JebBush,2017-01-31,781,208,en,"Miami, FL"
